Identifier,Code,Date Accepted,Status,Accrual Method,Title,Alternative Title,Description,Genre,Subject,Format,Type,Geometry Type,Keywords,Date Issued,Temporal Coverage,Date,Spatial Coverage,Bounding Box,Centroid,Provenance,Is Part Of,Creator,References
4059DDDE-0B89-4781-8167-E9C4DB55E90A,10b-01,2019-08-08,Active,ArcGIS Metadata,"Parcels: Kewaunee County, Wisconsin, 2019","Parcels Kewaunee County, WI 2019","This is the final deliverable for the Version 5 Statewide Parcel Map Database Project (V5). The V5 Project successfully aggregated all known digital parcel datasets within the state. The resulting statewide GIS parcel layer totaling 3.5 million parcels was made publicly available online on June 30, 2019. See the V5 Project Homepage for more detail on the parameters for how data was prepared and submitted to this project: https://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class metadata and in the schema documentation: https://www.sco.wisc.edu/parcels/data/assets/V5/V5_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Missing Data & Known Gaps. This database reflects all known taxable and non-taxable parcels in Wisconsin available in GIS format. Most attribute information that is known to exist is populated. Some attribute information is incomplete. Blank spaces or values indicate either no data was submitted or is/was not applicable to a specific parcel. In some cases, it is appropriate for blank spaces to exist due to the nature of the data (e.g., a parcel without an improved structure might not have a site address).Owner Name Attribute. For the majority of counties, attribute information is populated for parcel owner name. In some cases, counties or cities opted out from including owner information in the statewide database. Per a county board resolution, one county has implemented complete owner name redaction—Kenosha County. Eight other counties have partial owner name redaction.Change log and known issues can be found here: https://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Parcels_Change_Log.pdf.",Geospatial data,Planning and Cadastral,Geodatabase,Dataset,Polygon,Real Property|Property Boundary Maps|Plat,2019-07-03,2019,2019,"Kewaunee County, Wisconsin, United States|Wisconsin, United States","ENVELOPE(-87.774498,-87.374829,44.683844,44.319173)","44.5015085,-87.5746635",Wisconsin,Counties Geospatial Data,The Wisconsin State Cartographer's Office,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Kewaunee_Parcels_2019.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://btaagdp.org/metadata/10/Kewaunee_Parcels_2019.xml"",""http://schema.org/url"":""https://www.sco.wisc.edu/parcels/data""}"
413317F9-9674-49AF-B477-249879218F24,10b-01,2019-08-08,Active,ArcGIS Metadata,"Parcels: Rock County, Wisconsin, 2019","Parcels Rock County, WI 2019","This is the final deliverable for the Version 5 Statewide Parcel Map Database Project (V5). The V5 Project successfully aggregated all known digital parcel datasets within the state. The resulting statewide GIS parcel layer totaling 3.5 million parcels was made publicly available online on June 30, 2019. See the V5 Project Homepage for more detail on the parameters for how data was prepared and submitted to this project: https://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class metadata and in the schema documentation: https://www.sco.wisc.edu/parcels/data/assets/V5/V5_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Missing Data & Known Gaps. This database reflects all known taxable and non-taxable parcels in Wisconsin available in GIS format. Most attribute information that is known to exist is populated. Some attribute information is incomplete. Blank spaces or values indicate either no data was submitted or is/was not applicable to a specific parcel. In some cases, it is appropriate for blank spaces to exist due to the nature of the data (e.g., a parcel without an improved structure might not have a site address).Owner Name Attribute. For the majority of counties, attribute information is populated for parcel owner name. In some cases, counties or cities opted out from including owner information in the statewide database. Per a county board resolution, one county has implemented complete owner name redaction—Kenosha County. Eight other counties have partial owner name redaction.Change log and known issues can be found here: https://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Parcels_Change_Log.pdf.",Geospatial data,Planning and Cadastral,Geodatabase,Dataset,Polygon,Real Property|Property Boundary Maps|Plat,2019-07-03,2019,2019,"Rock County, Wisconsin, United States|Wisconsin, United States","ENVELOPE(-89.372642,-88.76964,42.850139,42.491781)","42.67096,-89.071141",Wisconsin,Counties Geospatial Data,The Wisconsin State Cartographer's Office,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Rock_Parcels_2019.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://btaagdp.org/metadata/10/Rock_Parcels_2019.xml"",""http://schema.org/url"":""https://www.sco.wisc.edu/parcels/data""}"
46657FA1-A2C8-4573-8318-682EB95CC4E0,10b-01,2019-08-08,Active,ArcGIS Metadata,"Parcels: Green County, Wisconsin, 2019","Parcels Green County, WI 2019","This is the final deliverable for the Version 5 Statewide Parcel Map Database Project (V5). The V5 Project successfully aggregated all known digital parcel datasets within the state. The resulting statewide GIS parcel layer totaling 3.5 million parcels was made publicly available online on June 30, 2019. See the V5 Project Homepage for more detail on the parameters for how data was prepared and submitted to this project: https://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class metadata and in the schema documentation: https://www.sco.wisc.edu/parcels/data/assets/V5/V5_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Missing Data & Known Gaps. This database reflects all known taxable and non-taxable parcels in Wisconsin available in GIS format. Most attribute information that is known to exist is populated. Some attribute information is incomplete. Blank spaces or values indicate either no data was submitted or is/was not applicable to a specific parcel. In some cases, it is appropriate for blank spaces to exist due to the nature of the data (e.g., a parcel without an improved structure might not have a site address).Owner Name Attribute. For the majority of counties, attribute information is populated for parcel owner name. In some cases, counties or cities opted out from including owner information in the statewide database. Per a county board resolution, one county has implemented complete owner name redaction—Kenosha County. Eight other counties have partial owner name redaction.Change log and known issues can be found here: https://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Parcels_Change_Log.pdf.",Geospatial data,Planning and Cadastral,Geodatabase,Dataset,Polygon,Real Property|Property Boundary Maps|Plat,2019-07-03,2019,2019,"Green County, Wisconsin, United States|Wisconsin, United States","ENVELOPE(-89.839326,-89.362179,42.858118,42.500076)","42.679097,-89.6007525",Wisconsin,Counties Geospatial Data,The Wisconsin State Cartographer's Office,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Green_Parcels_2019.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://btaagdp.org/metadata/10/Green_Parcels_2019.xml"",""http://schema.org/url"":""https://www.sco.wisc.edu/parcels/data""}"
4839A238-76B8-4685-B610-38BAB022DA71,10b-01,2019-08-08,Active,ArcGIS Metadata,"Parcels: Oneida County, Wisconsin, 2019","Parcels Oneida County, WI 2019","This is the final deliverable for the Version 5 Statewide Parcel Map Database Project (V5). The V5 Project successfully aggregated all known digital parcel datasets within the state. The resulting statewide GIS parcel layer totaling 3.5 million parcels was made publicly available online on June 30, 2019. See the V5 Project Homepage for more detail on the parameters for how data was prepared and submitted to this project: https://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class metadata and in the schema documentation: https://www.sco.wisc.edu/parcels/data/assets/V5/V5_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Missing Data & Known Gaps. This database reflects all known taxable and non-taxable parcels in Wisconsin available in GIS format. Most attribute information that is known to exist is populated. Some attribute information is incomplete. Blank spaces or values indicate either no data was submitted or is/was not applicable to a specific parcel. In some cases, it is appropriate for blank spaces to exist due to the nature of the data (e.g., a parcel without an improved structure might not have a site address).Owner Name Attribute. For the majority of counties, attribute information is populated for parcel owner name. In some cases, counties or cities opted out from including owner information in the statewide database. Per a county board resolution, one county has implemented complete owner name redaction—Kenosha County. Eight other counties have partial owner name redaction.Change log and known issues can be found here: https://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Parcels_Change_Log.pdf.",Geospatial data,Planning and Cadastral,Geodatabase,Dataset,Polygon,Real Property|Property Boundary Maps|Plat,2019-07-03,2019,2019,"Oneida County, Wisconsin, United States|Wisconsin, United States","ENVELOPE(-90.045316,-89.039132,45.90338,45.464448)","45.683914,-89.542224",Wisconsin,Counties Geospatial Data,The Wisconsin State Cartographer's Office,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Oneida_Parcels_2019.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://btaagdp.org/metadata/10/Oneida_Parcels_2019.xml"",""http://schema.org/url"":""https://www.sco.wisc.edu/parcels/data""}"
4ED7D014-B9E8-4C96-BBE9-A7DAABE6670E,10b-01,2019-08-08,Active,ArcGIS Metadata,"Parcels: Washburn County, Wisconsin, 2019","Parcels Washburn County, WI 2019","This is the final deliverable for the Version 5 Statewide Parcel Map Database Project (V5). The V5 Project successfully aggregated all known digital parcel datasets within the state. The resulting statewide GIS parcel layer totaling 3.5 million parcels was made publicly available online on June 30, 2019. See the V5 Project Homepage for more detail on the parameters for how data was prepared and submitted to this project: https://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class metadata and in the schema documentation: https://www.sco.wisc.edu/parcels/data/assets/V5/V5_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Missing Data & Known Gaps. This database reflects all known taxable and non-taxable parcels in Wisconsin available in GIS format. Most attribute information that is known to exist is populated. Some attribute information is incomplete. Blank spaces or values indicate either no data was submitted or is/was not applicable to a specific parcel. In some cases, it is appropriate for blank spaces to exist due to the nature of the data (e.g., a parcel without an improved structure might not have a site address).Owner Name Attribute. For the majority of counties, attribute information is populated for parcel owner name. In some cases, counties or cities opted out from including owner information in the statewide database. Per a county board resolution, one county has implemented complete owner name redaction—Kenosha County. Eight other counties have partial owner name redaction.Change log and known issues can be found here: https://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Parcels_Change_Log.pdf.",Geospatial data,Planning and Cadastral,Geodatabase,Dataset,Polygon,Real Property|Property Boundary Maps|Plat,2019-07-03,2019,2019,"Washburn County, Wisconsin, United States|Wisconsin, United States","ENVELOPE(-92.057179,-91.532303,46.16551,45.629865)","45.8976875,-91.794741",Wisconsin,Counties Geospatial Data,The Wisconsin State Cartographer's Office,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Washburn_Parcels_2019.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://btaagdp.org/metadata/10/Washburn_Parcels_2019.xml"",""http://schema.org/url"":""https://www.sco.wisc.edu/parcels/data""}"
4F0FF52D-9A4D-402D-A73B-2ECF56FB1297,10b-01,2019-08-08,Active,ArcGIS Metadata,"Parcels: Shawano County, Wisconsin, 2019","Parcels Shawano County, WI 2019","This is the final deliverable for the Version 5 Statewide Parcel Map Database Project (V5). The V5 Project successfully aggregated all known digital parcel datasets within the state. The resulting statewide GIS parcel layer totaling 3.5 million parcels was made publicly available online on June 30, 2019. See the V5 Project Homepage for more detail on the parameters for how data was prepared and submitted to this project: https://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class metadata and in the schema documentation: https://www.sco.wisc.edu/parcels/data/assets/V5/V5_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Missing Data & Known Gaps. This database reflects all known taxable and non-taxable parcels in Wisconsin available in GIS format. Most attribute information that is known to exist is populated. Some attribute information is incomplete. Blank spaces or values indicate either no data was submitted or is/was not applicable to a specific parcel. In some cases, it is appropriate for blank spaces to exist due to the nature of the data (e.g., a parcel without an improved structure might not have a site address).Owner Name Attribute. For the majority of counties, attribute information is populated for parcel owner name. In some cases, counties or cities opted out from including owner information in the statewide database. Per a county board resolution, one county has implemented complete owner name redaction—Kenosha County. Eight other counties have partial owner name redaction.Change log and known issues can be found here: https://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Parcels_Change_Log.pdf.",Geospatial data,Planning and Cadastral,Geodatabase,Dataset,Polygon,Real Property|Property Boundary Maps|Plat,2019-07-03,2019,2019,"Shawano County, Wisconsin, United States|Wisconsin, United States","ENVELOPE(-89.229588,-88.231851,45.030986,44.584744)","44.807865,-88.7307195",Wisconsin,Counties Geospatial Data,The Wisconsin State Cartographer's Office,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Shawano_Parcels_2019.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://btaagdp.org/metadata/10/Shawano_Parcels_2019.xml"",""http://schema.org/url"":""https://www.sco.wisc.edu/parcels/data""}"
518A5C25-C424-4E36-B23D-404667AB8509,10b-01,2019-08-08,Active,ArcGIS Metadata,"Parcels: Calumet County, Wisconsin, 2019","Parcels Calumet County, WI 2019","This is the final deliverable for the Version 5 Statewide Parcel Map Database Project (V5). The V5 Project successfully aggregated all known digital parcel datasets within the state. The resulting statewide GIS parcel layer totaling 3.5 million parcels was made publicly available online on June 30, 2019. See the V5 Project Homepage for more detail on the parameters for how data was prepared and submitted to this project: https://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class metadata and in the schema documentation: https://www.sco.wisc.edu/parcels/data/assets/V5/V5_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Missing Data & Known Gaps. This database reflects all known taxable and non-taxable parcels in Wisconsin available in GIS format. Most attribute information that is known to exist is populated. Some attribute information is incomplete. Blank spaces or values indicate either no data was submitted or is/was not applicable to a specific parcel. In some cases, it is appropriate for blank spaces to exist due to the nature of the data (e.g., a parcel without an improved structure might not have a site address).Owner Name Attribute. For the majority of counties, attribute information is populated for parcel owner name. In some cases, counties or cities opted out from including owner information in the statewide database. Per a county board resolution, one county has implemented complete owner name redaction—Kenosha County. Eight other counties have partial owner name redaction.Change log and known issues can be found here: https://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Parcels_Change_Log.pdf.",Geospatial data,Planning and Cadastral,Geodatabase,Dataset,Polygon,Real Property|Property Boundary Maps|Plat,2019-07-03,2019,2019,"Calumet County, Wisconsin, United States|Wisconsin, United States","ENVELOPE(-88.413435,-88.030373,44.246611,43.889516)","44.0680635,-88.221904",Wisconsin,Counties Geospatial Data,The Wisconsin State Cartographer's Office,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Calumet_Parcels_2019.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://btaagdp.org/metadata/10/Calumet_Parcels_2019.xml"",""http://schema.org/url"":""https://www.sco.wisc.edu/parcels/data""}"
5253FDE4-FFF6-4B33-B10B-5313E8EE2C9C,10b-01,2019-08-08,Active,ArcGIS Metadata,"Parcels: Door County, Wisconsin, 2019","Parcels Door County, WI 2019","This is the final deliverable for the Version 5 Statewide Parcel Map Database Project (V5). The V5 Project successfully aggregated all known digital parcel datasets within the state. The resulting statewide GIS parcel layer totaling 3.5 million parcels was made publicly available online on June 30, 2019. See the V5 Project Homepage for more detail on the parameters for how data was prepared and submitted to this project: https://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class metadata and in the schema documentation: https://www.sco.wisc.edu/parcels/data/assets/V5/V5_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Missing Data & Known Gaps. This database reflects all known taxable and non-taxable parcels in Wisconsin available in GIS format. Most attribute information that is known to exist is populated. Some attribute information is incomplete. Blank spaces or values indicate either no data was submitted or is/was not applicable to a specific parcel. In some cases, it is appropriate for blank spaces to exist due to the nature of the data (e.g., a parcel without an improved structure might not have a site address).Owner Name Attribute. For the majority of counties, attribute information is populated for parcel owner name. In some cases, counties or cities opted out from including owner information in the statewide database. Per a county board resolution, one county has implemented complete owner name redaction—Kenosha County. Eight other counties have partial owner name redaction.Change log and known issues can be found here: https://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Parcels_Change_Log.pdf.",Geospatial data,Planning and Cadastral,Geodatabase,Dataset,Polygon,Real Property|Property Boundary Maps|Plat,2019-07-03,2019,2019,"Door County, Wisconsin, United States|Wisconsin, United States","ENVELOPE(-87.736481,-86.762165,45.449478,44.654728)","45.052103,-87.249323",Wisconsin,Counties Geospatial Data,The Wisconsin State Cartographer's Office,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Door_Parcels_2019.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://btaagdp.org/metadata/10/Door_Parcels_2019.xml"",""http://schema.org/url"":""https://www.sco.wisc.edu/parcels/data""}"
538F04C1-3729-4237-AD1C-D3DF67130D86,10b-01,2019-08-08,Active,ArcGIS Metadata,"Parcels: Vilas County, Wisconsin, 2019","Parcels Vilas County, WI 2019","This is the final deliverable for the Version 5 Statewide Parcel Map Database Project (V5). The V5 Project successfully aggregated all known digital parcel datasets within the state. The resulting statewide GIS parcel layer totaling 3.5 million parcels was made publicly available online on June 30, 2019. See the V5 Project Homepage for more detail on the parameters for how data was prepared and submitted to this project: https://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class metadata and in the schema documentation: https://www.sco.wisc.edu/parcels/data/assets/V5/V5_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Missing Data & Known Gaps. This database reflects all known taxable and non-taxable parcels in Wisconsin available in GIS format. Most attribute information that is known to exist is populated. Some attribute information is incomplete. Blank spaces or values indicate either no data was submitted or is/was not applicable to a specific parcel. In some cases, it is appropriate for blank spaces to exist due to the nature of the data (e.g., a parcel without an improved structure might not have a site address).Owner Name Attribute. For the majority of counties, attribute information is populated for parcel owner name. In some cases, counties or cities opted out from including owner information in the statewide database. Per a county board resolution, one county has implemented complete owner name redaction—Kenosha County. Eight other counties have partial owner name redaction.Change log and known issues can be found here: https://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Parcels_Change_Log.pdf.",Geospatial data,Planning and Cadastral,Geodatabase,Dataset,Polygon,Real Property|Property Boundary Maps|Plat,2019-07-03,2019,2019,"Vilas County, Wisconsin, United States|Wisconsin, United States","ENVELOPE(-90.056297,-88.922851,46.29993,45.840668)","46.070299,-89.489574",Wisconsin,Counties Geospatial Data,The Wisconsin State Cartographer's Office,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Vilas_Parcels_2019.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://btaagdp.org/metadata/10/Vilas_Parcels_2019.xml"",""http://schema.org/url"":""https://www.sco.wisc.edu/parcels/data""}"
562C0420-7E8B-4B90-939E-240C4535B3CA,10b-01,2019-08-08,Active,ArcGIS Metadata,"Parcels: Monroe County, Wisconsin, 2019","Parcels Monroe County, WI 2019","This is the final deliverable for the Version 5 Statewide Parcel Map Database Project (V5). The V5 Project successfully aggregated all known digital parcel datasets within the state. The resulting statewide GIS parcel layer totaling 3.5 million parcels was made publicly available online on June 30, 2019. See the V5 Project Homepage for more detail on the parameters for how data was prepared and submitted to this project: https://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class metadata and in the schema documentation: https://www.sco.wisc.edu/parcels/data/assets/V5/V5_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Missing Data & Known Gaps. This database reflects all known taxable and non-taxable parcels in Wisconsin available in GIS format. Most attribute information that is known to exist is populated. Some attribute information is incomplete. Blank spaces or values indicate either no data was submitted or is/was not applicable to a specific parcel. In some cases, it is appropriate for blank spaces to exist due to the nature of the data (e.g., a parcel without an improved structure might not have a site address).Owner Name Attribute. For the majority of counties, attribute information is populated for parcel owner name. In some cases, counties or cities opted out from including owner information in the statewide database. Per a county board resolution, one county has implemented complete owner name redaction—Kenosha County. Eight other counties have partial owner name redaction.Change log and known issues can be found here: https://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Parcels_Change_Log.pdf.",Geospatial data,Planning and Cadastral,Geodatabase,Dataset,Polygon,Real Property|Property Boundary Maps|Plat,2019-07-03,2019,2019,"Monroe County, Wisconsin, United States|Wisconsin, United States","ENVELOPE(-90.979072,-90.310258,44.161587,43.722575)","43.942081,-90.644665",Wisconsin,Counties Geospatial Data,The Wisconsin State Cartographer's Office,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Monroe_Parcels_2019.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://btaagdp.org/metadata/10/Monroe_Parcels_2019.xml"",""http://schema.org/url"":""https://www.sco.wisc.edu/parcels/data""}"
5704B729-37CB-4112-BCF6-DA7E09DD560F,10b-01,2019-08-08,Active,ArcGIS Metadata,"Parcels: Burnett County, Wisconsin, 2019","Parcels Burnett County, WI 2019","This is the final deliverable for the Version 5 Statewide Parcel Map Database Project (V5). The V5 Project successfully aggregated all known digital parcel datasets within the state. The resulting statewide GIS parcel layer totaling 3.5 million parcels was made publicly available online on June 30, 2019. See the V5 Project Homepage for more detail on the parameters for how data was prepared and submitted to this project: https://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class metadata and in the schema documentation: https://www.sco.wisc.edu/parcels/data/assets/V5/V5_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Missing Data & Known Gaps. This database reflects all known taxable and non-taxable parcels in Wisconsin available in GIS format. Most attribute information that is known to exist is populated. Some attribute information is incomplete. Blank spaces or values indicate either no data was submitted or is/was not applicable to a specific parcel. In some cases, it is appropriate for blank spaces to exist due to the nature of the data (e.g., a parcel without an improved structure might not have a site address).Owner Name Attribute. For the majority of counties, attribute information is populated for parcel owner name. In some cases, counties or cities opted out from including owner information in the statewide database. Per a county board resolution, one county has implemented complete owner name redaction—Kenosha County. Eight other counties have partial owner name redaction.Change log and known issues can be found here: https://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Parcels_Change_Log.pdf.",Geospatial data,Planning and Cadastral,Geodatabase,Dataset,Polygon,Real Property|Property Boundary Maps|Plat,2019-07-03,2019,2019,"Burnett County, Wisconsin, United States|Wisconsin, United States","ENVELOPE(-92.910539,-92.021172,46.162328,45.621696)","45.892012,-92.4658555",Wisconsin,Counties Geospatial Data,The Wisconsin State Cartographer's Office,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Burnett_Parcels_2019.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://btaagdp.org/metadata/10/Burnett_Parcels_2019.xml"",""http://schema.org/url"":""https://www.sco.wisc.edu/parcels/data""}"
5781306D-6918-455B-82AE-2C2770F75742,10b-01,2019-08-08,Active,ArcGIS Metadata,"Parcels: Ozaukee County, Wisconsin, 2019","Parcels Ozaukee County, WI 2019","This is the final deliverable for the Version 5 Statewide Parcel Map Database Project (V5). The V5 Project successfully aggregated all known digital parcel datasets within the state. The resulting statewide GIS parcel layer totaling 3.5 million parcels was made publicly available online on June 30, 2019. See the V5 Project Homepage for more detail on the parameters for how data was prepared and submitted to this project: https://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class metadata and in the schema documentation: https://www.sco.wisc.edu/parcels/data/assets/V5/V5_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Missing Data & Known Gaps. This database reflects all known taxable and non-taxable parcels in Wisconsin available in GIS format. Most attribute information that is known to exist is populated. Some attribute information is incomplete. Blank spaces or values indicate either no data was submitted or is/was not applicable to a specific parcel. In some cases, it is appropriate for blank spaces to exist due to the nature of the data (e.g., a parcel without an improved structure might not have a site address).Owner Name Attribute. For the majority of counties, attribute information is populated for parcel owner name. In some cases, counties or cities opted out from including owner information in the statewide database. Per a county board resolution, one county has implemented complete owner name redaction—Kenosha County. Eight other counties have partial owner name redaction.Change log and known issues can be found here: https://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Parcels_Change_Log.pdf.",Geospatial data,Planning and Cadastral,Geodatabase,Dataset,Polygon,Real Property|Property Boundary Maps|Plat,2019-07-03,2019,2019,"Ozaukee County, Wisconsin, United States|Wisconsin, United States","ENVELOPE(-88.067974,-87.789214,43.547835,43.187406)","43.3676205,-87.928594",Wisconsin,Counties Geospatial Data,The Wisconsin State Cartographer's Office,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Ozaukee_Parcels_2019.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://btaagdp.org/metadata/10/Ozaukee_Parcels_2019.xml"",""http://schema.org/url"":""https://www.sco.wisc.edu/parcels/data""}"
59CE2DAC-9AC1-4DFD-B945-F30D0DD82D2A,10b-01,2019-08-08,Active,ArcGIS Metadata,"Parcels: Walworth County, Wisconsin, 2019","Parcels Walworth County, WI 2019","This is the final deliverable for the Version 5 Statewide Parcel Map Database Project (V5). The V5 Project successfully aggregated all known digital parcel datasets within the state. The resulting statewide GIS parcel layer totaling 3.5 million parcels was made publicly available online on June 30, 2019. See the V5 Project Homepage for more detail on the parameters for how data was prepared and submitted to this project: https://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class metadata and in the schema documentation: https://www.sco.wisc.edu/parcels/data/assets/V5/V5_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Missing Data & Known Gaps. This database reflects all known taxable and non-taxable parcels in Wisconsin available in GIS format. Most attribute information that is known to exist is populated. Some attribute information is incomplete. Blank spaces or values indicate either no data was submitted or is/was not applicable to a specific parcel. In some cases, it is appropriate for blank spaces to exist due to the nature of the data (e.g., a parcel without an improved structure might not have a site address).Owner Name Attribute. For the majority of counties, attribute information is populated for parcel owner name. In some cases, counties or cities opted out from including owner information in the statewide database. Per a county board resolution, one county has implemented complete owner name redaction—Kenosha County. Eight other counties have partial owner name redaction.Change log and known issues can be found here: https://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Parcels_Change_Log.pdf.",Geospatial data,Planning and Cadastral,Geodatabase,Dataset,Polygon,Real Property|Property Boundary Maps|Plat,2019-07-03,2019,2019,"Walworth County, Wisconsin, United States|Wisconsin, United States","ENVELOPE(-88.784086,-88.295198,42.848303,42.485907)","42.667105,-88.539642",Wisconsin,Counties Geospatial Data,The Wisconsin State Cartographer's Office,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Walworth_Parcels_2019.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://btaagdp.org/metadata/10/Walworth_Parcels_2019.xml"",""http://schema.org/url"":""https://www.sco.wisc.edu/parcels/data""}"
59E5D789-0183-497E-ABE3-C29189405472,10b-01,2019-08-08,Active,ArcGIS Metadata,"Parcels: Jefferson County, Wisconsin, 2019","Parcels Jefferson County, WI 2019","This is the final deliverable for the Version 5 Statewide Parcel Map Database Project (V5). The V5 Project successfully aggregated all known digital parcel datasets within the state. The resulting statewide GIS parcel layer totaling 3.5 million parcels was made publicly available online on June 30, 2019. See the V5 Project Homepage for more detail on the parameters for how data was prepared and submitted to this project: https://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class metadata and in the schema documentation: https://www.sco.wisc.edu/parcels/data/assets/V5/V5_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Missing Data & Known Gaps. This database reflects all known taxable and non-taxable parcels in Wisconsin available in GIS format. Most attribute information that is known to exist is populated. Some attribute information is incomplete. Blank spaces or values indicate either no data was submitted or is/was not applicable to a specific parcel. In some cases, it is appropriate for blank spaces to exist due to the nature of the data (e.g., a parcel without an improved structure might not have a site address).Owner Name Attribute. For the majority of counties, attribute information is populated for parcel owner name. In some cases, counties or cities opted out from including owner information in the statewide database. Per a county board resolution, one county has implemented complete owner name redaction—Kenosha County. Eight other counties have partial owner name redaction.Change log and known issues can be found here: https://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Parcels_Change_Log.pdf.",Geospatial data,Planning and Cadastral,Geodatabase,Dataset,Polygon,Real Property|Property Boundary Maps|Plat,2019-07-03,2019,2019,"Jefferson County, Wisconsin, United States|Wisconsin, United States","ENVELOPE(-89.016338,-88.533146,43.201402,42.839938)","43.02067,-88.774742",Wisconsin,Counties Geospatial Data,The Wisconsin State Cartographer's Office,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Jefferson_Parcels_2019.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://btaagdp.org/metadata/10/Jefferson_Parcels_2019.xml"",""http://schema.org/url"":""https://www.sco.wisc.edu/parcels/data""}"
